ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
QGEN,QIAGEN NV,QGEN.1Q14,2300,2325,1Q14,2014/1F,33.8,05/07/2014,1.7,0.23,0.23,0.00,0.0,3,5/6/2014,5/12/2014,1.7,1.6,0.1,15,4/30/2014,0.25,0.22,0.03,-0.061,
FNFG,"First Niagara Financial Group, Inc.",FNFG.1Q14,4800,4805,1Q14,2014/1F,44.4,04/24/2014,-4.1,0.17,0.17,0.00,-4.3,4,4/23/2014,4/29/2014,-4.1,0.0,-4.1,14,4/17/2014,0.19,0.16,0.03,-0.060,
WRLD,World Acceptance Corporation,WRLD.1Q14,4800,4830,1Q14,2013/4F,17.5,04/29/2014,-4.5,3.49,3.52,0.03,-6.7,2,4/28/2014,5/2/2014,-4.5,0.7,-5.2,6,4/22/2014,3.75,3.30,0.45,0.059,
UDR,"UDR, Inc.",UDR.1Q14,4800,4890,1Q14,2014/1F,61.3,04/29/2014,1.5,0.06,0.07,0.01,3.5,2,4/28/2014,5/2/2014,1.5,0.7,0.8,2,4/22/2014,0.14,-0.02,0.16,0.059,
HRB,"H&R Block, Inc.",HRB.1Q14,3400,3450,1Q14,2013/4F,88.6,06/11/2014,7.9,3.23,3.22,-0.02,2.9,3,6/10/2014,6/16/2014,7.9,-0.7,8.5,8,6/4/2014,3.43,3.16,0.27,-0.059,
HPK,"Pinnacle Entertainment, Inc.",HPK.1Q14,3400,3445,1Q14,2014/1F,33.9,04/30/2014,1.4,0.40,0.44,0.04,-2.5,3,4/29/2014,5/5/2014,1.4,0.4,1.0,16,4/23/2014,0.80,0.18,0.62,0.058,
EEP,"Enbridge Energy Partners, L.P. Class A",EEP.1Q14,3100,3130,1Q14,2014/1F,19.7,05/01/2014,-0.7,0.19,0.20,0.01,18.9,4,4/30/2014,5/6/2014,-0.7,-0.9,0.2,12,4/24/2014,0.27,0.13,0.14,0.058,
HCA,HCA Healthcare Inc,HCA.1Q14,3350,3360,1Q14,2014/1F,227.7,04/29/2014,-1.4,0.85,0.84,-0.01,-0.5,2,4/28/2014,5/2/2014,-1.4,0.7,-2.1,23,4/22/2014,0.99,0.75,0.24,-0.057,
DDD,3D Systems Corporation,DDD.1Q14,1300,1315,1Q14,2014/1F,138.5,04/29/2014,-1.6,0.15,0.15,0.00,1.3,2,4/28/2014,5/2/2014,-1.6,0.7,-2.3,18,4/22/2014,0.19,0.12,0.07,-0.057,
DPZ,"Domino's Pizza, Inc.",DPZ.1Q14,3400,3435,1Q14,2014/1F,94.0,05/01/2014,-2.9,0.67,0.68,0.01,1.6,4,4/30/2014,5/6/2014,-2.9,-0.9,-2.0,15,4/24/2014,0.73,0.63,0.10,0.057,
ANF,Abercrombie & Fitch Co. Class A,ANF.1Q14,3500,3525,1Q14,2014/1F,66.6,05/29/2014,9.6,-0.19,-0.17,0.02,3.2,4,5/28/2014,6/3/2014,9.6,0.7,8.9,31,5/22/2014,-0.04,-0.33,0.29,0.056,
GOOGL,Alphabet Inc. Class A,GOOGL.1Q14,3300,3320,1Q14,2014/1F,"3,726.7",04/17/2014,-4.7,6.36,6.27,-0.09,-1.8,4,4/16/2014,4/22/2014,-3.3,1.0,-4.2,43,4/10/2014,6.96,5.40,1.56,-0.056,
ES,Eversource Energy,ES.1Q14,4700,4705,1Q14,2014/1F,95.6,05/02/2014,-0.3,0.75,0.76,0.01,15.5,5,5/1/2014,5/7/2014,-0.3,-0.3,0.0,7,4/25/2014,0.82,0.71,0.11,0.055,
GTATQ,GT Advanced Technologies Inc.,GTATQ.1Q14,1300,1315,1Q14,2014/1F,46.5,05/08/2014,-7.0,-0.22,-0.22,0.00,-17.6,4,5/7/2014,5/13/2014,-7.0,1.0,-8.0,11,5/1/2014,-0.18,-0.25,0.07,-0.055,
NBR,Nabors Industries Ltd.,NBR.1Q14,3100,3105,1Q14,2014/1F,59.5,04/22/2014,-0.1,0.15,0.16,0.01,2.8,2,4/21/2014,4/25/2014,-0.1,-0.5,0.4,22,4/15/2014,0.25,0.13,0.12,0.055,
TGT,Target Corporation,TGT.1Q14,3500,3540,1Q14,2014/1F,473.3,05/21/2014,-1.5,0.71,0.70,-0.01,0.2,3,5/20/2014,5/26/2014,-1.6,1.5,-3.2,20,5/14/2014,0.78,0.57,0.21,-0.055,
EMN,Eastman Chemical Company,EMN.1Q14,2200,2205,1Q14,2014/1F,132.8,04/25/2014,-0.2,1.59,1.61,0.02,-4.3,5,4/24/2014,4/30/2014,-0.2,0.2,-0.3,13,4/18/2014,1.90,1.50,0.40,0.054,
WBC,WABCO Holdings Inc.,WBC.1Q14,1200,1225,1Q14,2014/1F,52.5,04/25/2014,-1.4,1.26,1.28,0.02,6.0,5,4/24/2014,4/30/2014,-1.4,0.2,-1.6,12,4/18/2014,1.55,1.16,0.39,0.053,
HBAN,Huntington Bancshares Incorporated,HBAN.1Q14,4800,4810,1Q14,2014/1F,124.7,04/16/2014,-1.1,0.17,0.17,0.00,2.4,3,4/15/2014,4/21/2014,-2.4,1.6,-4.0,23,4/9/2014,0.18,0.16,0.02,0.053,
NTI,Northern Tier Energy LP Class A,NTI.1Q14,2100,2120,1Q14,2014/1F,13.5,05/06/2014,-1.0,0.76,0.77,0.01,5.3,2,5/5/2014,5/9/2014,-1.0,-0.4,-0.6,6,4/29/2014,0.87,0.60,0.27,0.053,
PCAR,PACCAR Inc,PCAR.1Q14,1200,1220,1Q14,2014/1F,128.3,04/29/2014,-3.8,0.76,0.77,0.01,12.6,2,4/28/2014,5/2/2014,-3.8,0.7,-4.5,23,4/22/2014,0.83,0.63,0.20,0.053,
CLH,"Clean Harbors, Inc.",CLH.1Q14,3100,3120,1Q14,2014/1F,44.4,05/07/2014,-0.8,0.14,0.15,0.01,1.6,3,5/6/2014,5/12/2014,-0.8,1.6,-2.4,14,4/30/2014,0.28,0.07,0.21,0.053,
UAL,"United Continental Holdings, Inc.",UAL.1Q14,4600,4610,1Q14,2014/1F,348.7,04/24/2014,-9.8,-1.35,-1.33,0.02,-0.2,4,4/23/2014,4/29/2014,-9.8,0.0,-9.7,17,4/17/2014,-1.15,-1.45,0.30,0.052,
URBN,"Urban Outfitters, Inc.",URBN.1Q14,3500,3525,1Q14,2014/1F,73.6,05/20/2014,-10.0,0.27,0.26,-0.01,1.0,2,5/19/2014,5/23/2014,-10.0,0.8,-10.8,36,5/13/2014,0.30,0.19,0.11,-0.051,
LPX,Louisiana-Pacific Corporation,LPX.1Q14,1100,1130,1Q14,2014/1F,56.1,05/08/2014,-0.3,-0.06,-0.05,0.01,-5.2,4,5/7/2014,5/13/2014,-0.3,1.0,-1.3,11,5/1/2014,0.05,-0.11,0.16,0.051,
SLB,Schlumberger NV,SLB.1Q14,3100,3110,1Q14,2014/1F,481.8,04/17/2014,1.3,1.20,1.21,0.01,-2.0,4,4/16/2014,4/22/2014,1.1,1.0,0.1,31,4/10/2014,1.27,1.12,0.15,0.050,
AEIS,"Advanced Energy Industries, Inc.",AEIS.1Q14,1300,1355,1Q14,2014/1F,23.6,05/06/2014,-18.6,0.43,0.43,0.00,-1.2,2,5/5/2014,5/9/2014,-18.6,-0.4,-18.2,5,4/29/2014,0.46,0.40,0.06,-0.050,
BBBY,Bed Bath & Beyond Inc.,BBBY.1Q14,3500,3540,1Q14,2013/4F,135.5,04/10/2014,-5.3,1.60,1.60,0.00,-0.6,4,4/9/2014,4/15/2014,-5.3,-1.7,-3.7,22,4/3/2014,1.64,1.59,0.05,-0.049,
CYS,"CYS Investments, Inc.",CYS.1Q14,4800,4890,1Q14,2014/1F,24.0,04/22/2014,-1.6,0.35,0.35,0.00,-18.3,2,4/21/2014,4/25/2014,-1.6,-0.5,-1.1,12,4/15/2014,0.38,0.30,0.08,0.048,
HFC,HollyFrontier Corporation,HFC.1Q14,2100,2120,1Q14,2014/1F,124.0,05/06/2014,-4.3,0.77,0.76,-0.01,5.4,2,5/5/2014,5/9/2014,-4.3,-0.4,-3.9,14,4/29/2014,0.81,0.70,0.11,-0.048,
DBD,Diebold Nixdorf Incorporated,DBD.1Q14,1300,1315,1Q14,2014/1F,20.2,04/29/2014,-2.9,0.24,0.24,0.00,5.0,2,4/28/2014,5/2/2014,-2.9,0.7,-3.6,6,4/22/2014,0.29,0.20,0.09,0.048,
ECL,Ecolab Inc.,ECL.1Q14,2200,2210,1Q14,2014/1F,145.1,04/28/2014,-0.6,0.74,0.74,0.00,0.7,1,4/25/2014,5/1/2014,-0.6,1.0,-1.6,18,4/21/2014,0.76,0.72,0.03,-0.047,
PNR,Pentair plc,PNR.1Q14,1200,1250,1Q14,2014/1F,57.6,04/22/2014,-8.3,0.73,0.73,0.00,-3.4,2,4/21/2014,4/25/2014,-8.3,-0.5,-7.8,18,4/15/2014,0.76,0.71,0.05,0.046,
IPGP,IPG Photonics Corporation,IPGP.1Q14,1300,1315,1Q14,2014/1F,48.5,04/29/2014,-7.0,0.77,0.77,0.00,1.5,2,4/28/2014,5/2/2014,-7.0,0.7,-7.7,10,4/22/2014,0.79,0.70,0.09,0.046,
FLO,"Flowers Foods, Inc.",FLO.1Q14,2400,2410,1Q14,2014/1F,24.2,05/15/2014,0.5,0.29,0.29,0.00,-4.1,4,5/14/2014,5/20/2014,0.5,-0.8,1.3,8,5/8/2014,0.32,0.28,0.04,-0.045,
ALV,Autoliv Inc.,ALV.1Q14,1200,1225,1Q14,2014/1F,48.4,04/25/2014,-1.4,1.02,1.03,0.01,0.2,5,4/24/2014,4/30/2014,-1.4,0.2,-1.6,17,4/18/2014,1.08,0.94,0.14,0.045,
SSI,"Stage Stores, Inc.",SSI.1Q14,3500,3525,1Q14,2014/1F,4.7,05/20/2014,-4.6,-0.38,-0.38,0.00,-1.0,2,5/19/2014,5/23/2014,-4.6,0.8,-5.4,8,5/13/2014,-0.35,-0.45,0.10,0.044,
FIS,"Fidelity National Information Services, Inc.",FIS.1Q14,3300,3305,1Q14,2014/1F,112.7,05/01/2014,0.5,0.68,0.68,0.00,-1.2,4,4/30/2014,5/6/2014,0.5,-0.9,1.4,16,4/24/2014,0.73,0.65,0.08,-0.044,
POR,Portland General Electric Company,POR.1Q14,4700,4705,1Q14,2014/1F,21.5,04/29/2014,-0.7,0.74,0.73,-0.01,-22.2,2,4/28/2014,5/2/2014,-0.7,0.7,-1.4,5,4/22/2014,0.83,0.69,0.14,-0.043,
STNG,Scorpio Tankers Inc.,STNG.1Q14,4600,4625,1Q14,2014/1F,8.4,04/28/2014,2.0,0.16,0.10,-0.06,0.0,1,4/25/2014,5/1/2014,2.0,1.0,1.0,11,4/21/2014,0.80,-0.60,1.40,-0.043,
OIS,"Oil States International, Inc.",OIS.1Q14,3100,3110,1Q14,2014/1F,22.9,05/02/2014,-1.5,1.35,1.34,-0.01,-0.8,5,5/1/2014,5/7/2014,-1.5,-0.3,-1.2,16,4/25/2014,1.46,1.27,0.19,-0.042,
KKD,"Krispy Kreme Doughnuts, Inc.",KKD.1Q14,2400,2410,1Q14,2014/1F,22.2,06/03/2014,-14.2,0.23,0.23,0.00,-3.0,2,6/2/2014,6/6/2014,-14.2,1.4,-15.6,6,5/27/2014,0.25,0.21,0.04,0.042,
CAH,"Cardinal Health, Inc.",CAH.1Q14,3250,3270,1Q14,2014/3F,169.9,05/01/2014,-7.6,1.01,1.01,0.00,-1.8,4,4/30/2014,5/6/2014,-7.6,-0.9,-6.8,18,4/24/2014,1.05,0.93,0.12,0.041,
ELGX,"Endologix, Inc.",ELGX.1Q14,2300,2325,1Q14,2014/1F,7.5,05/01/2014,4.8,-0.77,-0.80,-0.03,2.8,4,4/30/2014,5/6/2014,4.8,-0.9,5.7,7,4/24/2014,-0.40,-1.10,0.70,-0.041,
O,Realty Income Corporation,O.1Q14,4800,4890,1Q14,2014/1F,128.1,05/01/2014,-0.4,0.21,0.21,0.00,5.9,4,4/30/2014,5/6/2014,-0.4,-0.9,0.5,3,4/24/2014,0.22,0.20,0.02,0.041,
ICE,"Intercontinental Exchange, Inc.",ICE.1Q14,4800,4840,1Q14,2014/1F,278.0,05/08/2014,-5.4,0.52,0.52,0.00,1.0,4,5/7/2014,5/13/2014,-5.4,1.0,-6.4,16,5/1/2014,0.54,0.45,0.09,0.040,
SSYS,Stratasys Ltd.,SSYS.1Q14,1300,1315,1Q14,2014/1F,55.0,05/09/2014,-4.3,0.39,0.40,0.01,5.5,5,5/8/2014,5/14/2014,-4.3,0.6,-4.9,21,5/2/2014,0.48,0.32,0.16,0.039,
CPT,Camden Property Trust,CPT.1Q14,4800,4890,1Q14,2014/1F,54.6,05/07/2014,2.0,0.46,0.45,-0.01,0.9,3,5/6/2014,5/12/2014,2.0,1.6,0.4,4,4/30/2014,0.57,0.39,0.18,-0.039,
ROST,"Ross Stores, Inc.",ROST.1Q14,3500,3525,1Q14,2014/1F,253.3,05/23/2014,-0.5,0.58,0.58,0.00,-0.5,5,5/22/2014,5/28/2014,-0.9,0.9,-1.9,28,5/16/2014,0.60,0.56,0.04,-0.039,
ACM,AECOM,ACM.1Q14,3100,3115,1Q14,2014/2F,21.2,05/06/2014,-0.6,0.42,0.41,-0.01,-5.9,2,5/5/2014,5/9/2014,-0.6,-0.4,-0.2,8,4/29/2014,0.55,0.38,0.17,-0.038,
LIN,Linde plc,LIN.1Q14,2200,2210,1Q14,2014/1F,172.4,04/23/2014,-1.9,1.51,1.51,0.00,-1.0,3,4/22/2014,4/28/2014,-1.9,-0.7,-1.2,19,4/16/2014,1.54,1.48,0.06,0.038,
CNVR,Conversant Inc,CNVR.1Q14,3200,3210,1Q14,2014/1F,25.3,05/07/2014,-0.7,0.39,0.39,0.00,3.0,3,5/6/2014,5/12/2014,-0.7,1.6,-2.3,13,4/30/2014,0.41,0.38,0.03,-0.037,
CL,Colgate-Palmolive Company,CL.1Q14,2400,2435,1Q14,2014/1F,238.4,04/25/2014,1.3,0.68,0.68,0.00,0.0,5,4/24/2014,4/30/2014,1.3,0.2,1.1,23,4/18/2014,0.72,0.65,0.07,-0.037,
WOOF,VCA Inc.,WOOF.1Q14,2200,2225,1Q14,2014/1F,34.7,04/25/2014,1.7,0.42,0.42,0.00,-1.8,5,4/24/2014,4/30/2014,1.7,0.2,1.6,10,4/18/2014,0.44,0.39,0.05,0.036,
LII,Lennox International Inc.,LII.1Q14,1200,1230,1Q14,2014/1F,50.3,04/21/2014,-4.7,0.41,0.42,0.01,0.4,1,4/18/2014,4/24/2014,-4.7,0.7,-5.4,11,4/14/2014,0.49,0.32,0.17,0.036,
CLNE,Clean Energy Fuels Corp.,CLNE.1Q14,4700,4735,1Q14,2014/1F,7.7,05/09/2014,13.7,-0.30,-0.30,0.00,5.9,5,5/8/2014,5/14/2014,13.7,0.6,13.1,9,5/2/2014,-0.20,-0.34,0.14,0.035,
ALKS,Alkermes Plc,ALKS.1Q14,2300,2320,1Q14,2014/1F,58.3,04/30/2014,3.6,0.11,0.11,0.00,-6.2,3,4/29/2014,5/5/2014,3.6,0.4,3.2,8,4/23/2014,0.14,0.08,0.06,0.035,
XCOOQ,"EXCO Resources, Inc.",XCOOQ.1Q14,2100,2105,1Q14,2014/1F,8.7,04/30/2014,-2.8,0.68,0.75,0.07,4.2,3,4/29/2014,5/5/2014,-2.8,0.4,-3.2,9,4/23/2014,2.25,0.30,1.95,0.035,
ANGI,ANGI Homeservices Inc Class A,ANGI.1Q14,3300,3320,1Q14,2014/1F,15.6,04/24/2014,-13.0,-0.07,-0.06,0.01,0.5,4,4/23/2014,4/29/2014,-13.0,0.0,-13.0,19,4/17/2014,0.05,-0.10,0.15,0.034,
CLGX,"CoreLogic, Inc.",CLGX.1Q14,3300,3305,1Q14,2014/1F,29.6,04/29/2014,-0.3,0.17,0.17,0.00,6.7,2,4/28/2014,5/2/2014,-0.3,0.7,-1.0,8,4/22/2014,0.23,0.13,0.10,0.033,
UNP,Union Pacific Corporation,UNP.1Q14,4600,4620,1Q14,2014/1F,475.6,04/17/2014,2.0,1.19,1.19,0.00,-1.1,4,4/16/2014,4/22/2014,2.1,1.0,1.1,23,4/10/2014,1.25,1.16,0.10,0.033,
DNR,Denbury Resources Inc.,DNR.1Q14,2100,2105,1Q14,2014/1F,31.4,05/06/2014,-0.8,0.25,0.25,0.00,6.3,2,5/5/2014,5/9/2014,-0.8,-0.4,-0.4,18,4/29/2014,0.29,0.21,0.08,0.033,
TRLA.2,"Trulia, Inc.",TRLA.2.1Q14,3300,3310,1Q14,2014/1F,76.6,04/30/2014,6.4,-0.14,-0.14,0.00,1.9,3,4/29/2014,5/5/2014,6.4,0.4,6.0,9,4/23/2014,-0.08,-0.22,0.14,-0.032,
LLY,Eli Lilly and Company,LLY.1Q14,2300,2305,1Q14,2014/1F,457.8,04/24/2014,0.1,0.70,0.70,0.00,-2.5,4,4/23/2014,4/29/2014,0.1,0.0,0.1,14,4/17/2014,0.76,0.62,0.14,-0.032,
HOV,"Hovnanian Enterprises, Inc. Class A",HOV.1Q14,1400,1415,1Q14,2014/2F,10.7,06/04/2014,-0.2,0.03,-0.05,-0.08,-7.9,3,6/3/2014,6/9/2014,-0.2,1.6,-1.8,10,5/28/2014,2.00,-0.50,2.50,-0.032,
HIBB,"Hibbett Sports, Inc.",HIBB.1Q14,3500,3540,1Q14,2014/1F,11.5,05/23/2014,-10.6,1.09,1.09,0.00,-0.4,5,5/22/2014,5/28/2014,-11.4,0.9,-12.3,15,5/16/2014,1.16,1.05,0.11,-0.032,
PDLI,"PDL BioPharma, Inc.",PDLI.1Q14,2300,2320,1Q14,2014/1F,13.9,05/13/2014,4.4,0.45,0.44,-0.01,6.7,2,5/12/2014,5/16/2014,4.4,-1.1,5.5,5,5/6/2014,0.54,0.33,0.21,-0.032,
NOW,"ServiceNow, Inc.",NOW.1Q14,3300,3308,1Q14,2014/1F,174.4,04/24/2014,-7.3,-0.08,-0.08,0.00,3.3,4,4/23/2014,4/29/2014,-7.3,0.0,-7.3,22,4/17/2014,0.01,-0.11,0.12,-0.032,
CATY,Cathay General Bancorp,CATY.1Q14,4800,4810,1Q14,2014/1F,14.1,04/17/2014,-0.6,0.39,0.39,0.00,4.7,4,4/16/2014,4/22/2014,-1.3,1.0,-2.3,8,4/10/2014,0.41,0.37,0.04,-0.031,
AWAY,"Homeaway, Inc.",AWAY.1Q14,3400,3450,1Q14,2014/1F,47.0,04/25/2014,-11.7,0.14,0.14,0.00,3.0,5,4/24/2014,4/30/2014,-11.7,0.2,-11.9,12,4/18/2014,0.16,0.12,0.04,-0.031,
VAC,Marriott Vacations Worldwide Corporation,VAC.1Q14,3400,3450,1Q14,2014/1F,17.5,04/29/2014,6.1,0.56,0.56,0.00,-1.7,2,4/28/2014,5/2/2014,6.1,0.7,5.3,8,4/22/2014,0.67,0.52,0.15,-0.030,
REGN,"Regeneron Pharmaceuticals, Inc.",REGN.1Q14,2300,2320,1Q14,2014/1F,466.8,05/08/2014,-1.1,2.23,2.26,0.03,1.9,4,5/7/2014,5/13/2014,-1.1,1.0,-2.1,16,5/1/2014,2.89,1.78,1.11,0.030,
CERN,Cerner Corporation,CERN.1Q14,3300,3308,1Q14,2014/1F,105.3,04/25/2014,-1.9,0.37,0.37,0.00,-0.1,5,4/24/2014,4/30/2014,-1.9,0.2,-2.1,27,4/18/2014,0.40,0.35,0.05,-0.029,
AMZN,"Amazon.com, Inc.",AMZN.1Q14,3500,3550,1Q14,2014/1F,"3,373.3",04/25/2014,-9.8,0.21,0.23,0.02,1.6,5,4/24/2014,4/30/2014,-9.8,0.2,-10.0,36,4/18/2014,0.52,-0.01,0.53,0.029,
ZION,"Zions Bancorporation, N.A.",ZION.1Q14,4800,4810,1Q14,2014/1F,96.1,04/22/2014,-4.1,0.41,0.41,0.00,3.4,2,4/21/2014,4/25/2014,-4.1,-0.5,-3.6,16,4/15/2014,0.46,0.39,0.07,-0.029,
IBM,International Business Machines Corporation,IBM.1Q14,3300,3308,1Q14,2014/1F,839.8,04/17/2014,-2.4,2.54,2.54,0.00,-2.0,4,4/16/2014,4/22/2014,-2.2,1.0,-3.1,22,4/10/2014,2.66,2.49,0.17,-0.028,
SLAB,Silicon Laboratories Inc.,SLAB.1Q14,1300,1305,1Q14,2014/1F,26.6,04/29/2014,-8.8,0.42,0.42,0.00,1.2,2,4/28/2014,5/2/2014,-8.8,0.7,-9.5,11,4/22/2014,0.44,0.40,0.04,-0.028,
EMR,Emerson Electric Co.,EMR.1Q14,1200,1235,1Q14,2014/2F,209.9,05/06/2014,-0.7,0.80,0.80,0.00,-1.3,2,5/5/2014,5/9/2014,-0.7,-0.4,-0.4,25,4/29/2014,0.86,0.77,0.09,-0.028,
PPO,"Polypore International, Inc.",PPO.1Q14,2200,2240,1Q14,2014/1F,29.5,05/09/2014,24.3,0.31,0.30,-0.01,-0.3,5,5/8/2014,5/14/2014,24.3,0.6,23.7,11,5/2/2014,0.40,0.20,0.20,-0.027,
VR,"Validus Holdings, Ltd.",VR.1Q14,4800,4855,1Q14,2014/1F,42.7,04/25/2014,-1.7,1.51,1.49,-0.02,-38.4,5,4/24/2014,4/30/2014,-1.7,0.2,-1.9,10,4/18/2014,1.70,1.08,0.62,-0.027,
KEGXQ,"Key Energy Services, Inc.",KEGXQ.1Q14,3100,3110,1Q14,2014/1F,7.2,05/01/2014,-11.2,-0.07,-0.07,0.00,-4.3,4,4/30/2014,5/6/2014,-11.2,-0.9,-10.3,16,4/24/2014,-0.02,-0.09,0.07,-0.027,
IRM,"Iron Mountain, Inc.",IRM.1Q14,4800,4890,1Q14,2014/1F,65.7,05/01/2014,-3.6,0.26,0.26,0.00,0.3,4,4/30/2014,5/6/2014,-3.6,-0.9,-2.7,10,4/24/2014,0.29,0.22,0.07,0.026,
MLM,"Martin Marietta Materials, Inc.",MLM.1Q14,1100,1135,1Q14,2014/1F,128.6,04/29/2014,8.0,-0.36,-0.35,0.01,5.0,2,4/28/2014,5/2/2014,8.0,0.7,7.3,11,4/22/2014,-0.22,-0.55,0.33,0.025,
ARE,"Alexandria Real Estate Equities, Inc.",ARE.1Q14,4800,4890,1Q14,2014/1F,48.1,05/06/2014,1.0,0.46,0.46,0.00,2.9,2,5/5/2014,5/9/2014,1.0,-0.4,1.4,3,4/29/2014,0.53,0.37,0.16,0.024,
DEI,"Douglas Emmett, Inc",DEI.1Q14,4800,4890,1Q14,2014/1F,28.9,05/07/2014,0.5,0.09,0.09,0.00,-0.9,3,5/6/2014,5/12/2014,0.5,1.6,-1.1,3,4/30/2014,0.12,0.06,0.06,0.023,
CRAY,Cray Inc.,CRAY.1Q14,1300,1340,1Q14,2014/1F,13.9,04/30/2014,-14.1,-0.48,-0.46,0.02,8.3,3,4/29/2014,5/5/2014,-14.1,0.4,-14.5,5,4/23/2014,0.07,-0.58,0.65,0.023,
MAC,Macerich Company,MAC.1Q14,4800,4890,1Q14,2014/1F,55.1,04/30/2014,1.0,0.13,0.13,0.00,6.7,3,4/29/2014,5/5/2014,1.0,0.4,0.6,9,4/23/2014,0.17,0.06,0.11,-0.022,
APO,"Apollo Global Management, LLC Class A",APO.1Q14,4800,4845,1Q14,2014/1F,24.9,05/08/2014,-4.5,0.56,0.55,-0.01,0.9,4,5/7/2014,5/13/2014,-4.5,1.0,-5.5,16,5/1/2014,0.90,0.35,0.55,-0.022,
FDS,FactSet Research Systems Inc.,FDS.1Q14,3200,3220,1Q14,2014/2F,71.6,03/18/2014,2.3,1.22,1.22,0.00,0.3,2,3/17/2014,3/21/2014,2.3,0.4,1.8,1,3/11/2014,1.24,1.21,0.03,-0.022,
TRIP,"TripAdvisor, Inc.",TRIP.1Q14,3400,3450,1Q14,2014/1F,136.3,05/07/2014,10.0,0.55,0.54,-0.01,-0.8,3,5/6/2014,5/12/2014,10.0,1.6,8.4,23,4/30/2014,0.64,0.41,0.23,-0.022,
VRSK,Verisk Analytics Inc,VRSK.1Q14,4800,4880,1Q14,2014/1F,75.3,04/30/2014,4.1,0.55,0.55,0.00,0.7,3,4/29/2014,5/5/2014,4.1,0.4,3.7,17,4/23/2014,0.57,0.52,0.05,0.021,
DST,"DST Systems, Inc.",DST.1Q14,3300,3308,1Q14,2014/1F,29.4,04/24/2014,-3.2,0.56,0.56,0.00,0.6,4,4/23/2014,4/29/2014,-3.2,0.0,-3.2,4,4/17/2014,0.60,0.54,0.06,-0.021,
BWXT,"BWX Technologies, Inc.",BWXT.1Q14,1300,1330,1Q14,2014/1F,29.6,05/13/2014,-8.2,0.30,0.30,0.00,-6.8,2,5/12/2014,5/16/2014,-8.2,-1.1,-7.1,10,5/6/2014,0.34,0.26,0.07,0.019,
BC,Brunswick Corporation,BC.1Q14,1400,1435,1Q14,2014/1F,46.4,04/24/2014,-5.9,0.60,0.60,0.00,-0.6,4,4/23/2014,4/29/2014,-5.9,0.0,-5.9,8,4/17/2014,0.63,0.59,0.04,0.019,
LM,"Legg Mason, Inc.",LM.1Q14,4800,4845,1Q14,2013/4F,59.0,05/01/2014,-2.6,0.58,0.58,0.00,-1.7,4,4/30/2014,5/6/2014,-2.6,-0.9,-1.7,16,4/24/2014,0.66,0.54,0.12,0.019,
ITC,ITC Holdings Corp.,ITC.1Q14,4700,4705,1Q14,2014/1F,36.1,05/01/2014,-0.5,0.44,0.44,0.00,0.0,4,4/30/2014,5/6/2014,-0.5,-0.9,0.3,4,4/24/2014,0.47,0.42,0.05,0.019,
UNFI,"United Natural Foods, Inc.",UNFI.1Q14,3250,3260,1Q14,2014/3F,17.4,06/11/2014,-7.1,0.73,0.73,0.00,0.3,3,6/10/2014,6/16/2014,-7.1,-0.7,-6.4,14,6/4/2014,0.75,0.71,0.04,0.019,
BKE,"Buckle, Inc.",BKE.1Q14,3500,3525,1Q14,2014/1F,9.9,05/22/2014,-1.5,0.78,0.78,0.00,-0.5,4,5/21/2014,5/27/2014,-0.4,1.4,-1.7,10,5/15/2014,0.80,0.75,0.05,-0.018,
ASH,"Ashland Global Holdings, Inc.",ASH.1Q14,2200,2210,1Q14,2014/2F,47.5,05/01/2014,5.4,0.75,0.75,0.00,-21.7,4,4/30/2014,5/6/2014,5.4,-0.9,6.3,8,4/24/2014,0.89,0.63,0.26,-0.018,
PAGP,Plains GP Holdings LP Class A,PAGP.1Q14,3100,3130,1Q14,2014/1F,11.4,05/08/2014,-4.6,0.29,0.29,0.01,1.9,4,5/7/2014,5/13/2014,-4.6,1.0,-5.6,8,5/1/2014,0.45,0.08,0.37,0.018,
MRC,MRC Global Inc.,MRC.1Q14,3250,3255,1Q14,2014/1F,17.5,05/02/2014,0.4,0.28,0.28,0.00,1.5,5,5/1/2014,5/7/2014,0.4,-0.3,0.7,14,4/25/2014,0.36,0.20,0.16,0.018,
HPQ,HP Inc.,HPQ.1Q14,1300,1340,1Q14,2014/2F,226.8,05/22/2014,2.6,0.40,0.40,0.00,-0.4,4,5/21/2014,5/27/2014,1.8,1.4,0.4,28,5/15/2014,0.41,0.39,0.03,0.017,
TPLM,Triangle Petroleum Corporation,TPLM.1Q14,2100,2105,1Q14,2014/1F,3.4,06/10/2014,8.8,0.12,0.12,0.00,4.4,2,6/9/2014,6/13/2014,8.8,-0.8,9.6,11,6/3/2014,0.20,0.08,0.12,-0.017,
KO,Coca-Cola Company,KO.1Q14,2400,2420,1Q14,2014/1F,720.8,04/15/2014,5.2,0.44,0.44,0.00,0.3,2,4/14/2014,4/18/2014,5.1,1.9,3.3,17,4/8/2014,0.46,0.40,0.06,-0.016,
