ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
CBST,"Cubist Pharmaceuticals, Inc.",CBST.1Q14,2300,2305,1Q14,2014/1F,64.8,04/23/2014,-8.6,-0.04,0.30,0.34,-8.0,3,4/22/2014,4/28/2014,-8.6,-0.7,-7.9,15,4/16/2014,0.36,-0.35,0.71,0.473,
KEY,KeyCorp,KEY.1Q14,4800,4805,1Q14,2014/1F,185.9,04/17/2014,2.8,0.24,0.26,0.02,-1.2,4,4/16/2014,4/22/2014,3.0,1.0,2.0,28,4/10/2014,0.26,0.22,0.04,0.473,
WYNN,"Wynn Resorts, Limited",WYNN.1Q14,3400,3445,1Q14,2014/1F,229.3,05/02/2014,-0.8,2.06,2.32,0.26,1.6,5,5/1/2014,5/7/2014,-0.8,-0.3,-0.5,19,4/25/2014,2.32,1.77,0.55,0.472,
MFRM,Mattress Firm Holding Corp.,MFRM.1Q14,3500,3540,1Q14,2014/1F,13.0,06/04/2014,6.5,0.36,0.31,-0.05,-1.0,3,6/3/2014,6/9/2014,6.5,1.6,4.9,11,5/28/2014,0.41,0.31,0.10,-0.470,
PL,Protective Life Corporation,PL.1Q14,4800,4865,1Q14,2014/1F,26.8,05/08/2014,4.2,1.15,1.19,0.04,1.9,4,5/7/2014,5/13/2014,4.2,1.0,3.2,12,5/1/2014,1.20,1.12,0.08,0.469,
AYI,"Acuity Brands, Inc.",AYI.1Q14,1200,1235,1Q14,2014/2F,78.3,04/02/2014,-4.7,0.83,0.75,-0.08,-1.4,3,4/1/2014,4/7/2014,-4.7,-2.3,-2.4,13,3/26/2014,0.93,0.76,0.17,-0.467,
LXK,"Lexmark International, Inc. Class A",LXK.1Q14,1300,1345,1Q14,2014/1F,43.6,04/22/2014,-11.0,0.87,0.92,0.05,3.0,2,4/21/2014,4/25/2014,-11.0,-0.5,-10.5,9,4/15/2014,0.93,0.83,0.10,0.467,
RF,Regions Financial Corporation,RF.1Q14,4800,4805,1Q14,2014/1F,207.2,04/22/2014,-1.3,0.20,0.21,0.01,-3.6,2,4/21/2014,4/25/2014,-1.3,-0.5,-0.8,22,4/15/2014,0.21,0.18,0.03,0.466,
TOL,"Toll Brothers, Inc.",TOL.1Q14,1400,1415,1Q14,2014/2F,123.2,05/28/2014,1.6,0.27,0.35,0.08,4.5,3,5/27/2014,6/2/2014,1.6,0.6,1.0,18,5/21/2014,0.34,0.16,0.18,0.466,
Y,Alleghany Corporation,Y.1Q14,4800,4855,1Q14,2014/1F,38.5,05/06/2014,-0.3,8.02,8.71,0.69,-9.4,2,5/5/2014,5/9/2014,-0.3,-0.4,0.1,3,4/29/2014,8.90,7.42,1.48,0.465,
CLD,Cloud Peak Energy Inc.,CLD.1Q14,2100,2125,1Q14,2014/1F,6.0,04/30/2014,-5.8,-0.03,-0.11,-0.08,-5.9,3,4/29/2014,5/5/2014,-5.8,0.4,-6.2,14,4/23/2014,0.07,-0.11,0.18,-0.465,
WGL,"WGL Holdings, Inc.",WGL.1Q14,4700,4735,1Q14,2014/2F,23.1,05/08/2014,1.9,1.75,1.84,0.09,27.4,4,5/7/2014,5/13/2014,1.9,1.0,0.9,5,5/1/2014,1.86,1.67,0.19,0.465,
CHK,Chesapeake Energy Corporation,CHK.1Q14,2100,2105,1Q14,2014/1F,97.2,05/07/2014,7.0,0.48,0.59,0.11,17.9,3,5/6/2014,5/12/2014,7.0,1.6,5.4,26,4/30/2014,0.61,0.38,0.23,0.464,
TTC,Toro Company,TTC.1Q14,1200,1220,1Q14,2014/2F,25.4,05/22/2014,2.6,0.74,0.76,0.02,0.4,4,5/21/2014,5/27/2014,2.7,1.4,1.3,4,5/15/2014,0.76,0.73,0.04,0.464,
TECD,Tech Data Corporation,TECD.1Q14,3250,3265,1Q14,2014/1F,17.3,05/29/2014,-3.3,0.93,0.72,-0.21,4.1,4,5/28/2014,6/3/2014,-3.3,0.7,-4.0,9,5/22/2014,1.13,0.67,0.46,-0.463,
CAA,"CalAtlantic Group, Inc.",CAA.1Q14,1400,1415,1Q14,2014/1F,30.7,05/02/2014,-5.0,0.52,0.45,-0.07,-2.0,5,5/1/2014,5/7/2014,-5.0,-0.3,-4.7,13,4/25/2014,0.60,0.45,0.15,-0.462,
LGF.A,Lions Gate Entertainment Corp Class A,LGF.A.1Q14,3400,3430,1Q14,2013/4F,29.6,05/30/2014,-7.9,0.80,0.66,-0.14,-11.7,5,5/29/2014,6/4/2014,-7.9,0.4,-8.3,11,5/23/2014,0.90,0.60,0.30,-0.460,
BA,Boeing Company,BA.1Q14,1300,1330,1Q14,2014/1F,"1,103.4",04/23/2014,-0.4,1.56,1.76,0.20,1.2,3,4/22/2014,4/28/2014,-0.4,-0.7,0.3,21,4/16/2014,1.77,1.34,0.43,0.457,
HMSY,HMS Holdings Corp.,HMSY.1Q14,3200,3205,1Q14,2014/1F,16.0,05/09/2014,7.4,0.16,0.11,-0.05,-9.5,5,5/8/2014,5/14/2014,7.4,0.6,6.8,9,5/2/2014,0.19,0.09,0.10,-0.456,
FLR,Fluor Corporation,FLR.1Q14,3100,3115,1Q14,2014/1F,83.0,05/02/2014,-0.1,0.97,0.92,-0.05,-16.1,5,5/1/2014,5/7/2014,-0.1,-0.3,0.2,20,4/25/2014,1.03,0.93,0.10,-0.455,
OLED,Universal Display Corporation,OLED.1Q14,1300,1310,1Q14,2014/1F,34.3,05/09/2014,-1.3,0.02,0.09,0.07,22.4,5,5/8/2014,5/14/2014,-1.3,0.6,-2.0,12,5/2/2014,0.10,-0.06,0.16,0.455,
JCI,Johnson Controls International plc,JCI.1Q14,3200,3205,1Q14,2014/2F,104.0,04/25/2014,-3.1,0.43,0.47,0.04,-1.7,5,4/24/2014,4/30/2014,-3.1,0.2,-3.3,14,4/18/2014,0.49,0.41,0.08,0.454,
EOG,"EOG Resources, Inc.",EOG.1Q14,2100,2105,1Q14,2014/1F,373.9,05/06/2014,3.1,1.18,1.40,0.22,3.9,2,5/5/2014,5/9/2014,3.1,-0.4,3.4,28,4/29/2014,1.39,0.92,0.48,0.453,
TRTN,Triton International Ltd. Class A,TRTN.1Q14,4800,4830,1Q14,2014/1F,20.7,04/24/2014,-4.7,0.95,0.92,-0.03,0.9,4,4/23/2014,4/29/2014,-4.7,0.0,-4.7,13,4/17/2014,0.98,0.91,0.07,-0.453,
CB,Chubb Limited,CB.1Q14,4800,4855,1Q14,2014/1F,235.4,04/30/2014,-0.4,2.15,2.27,0.12,-11.3,3,4/29/2014,5/5/2014,-0.4,0.4,-0.8,25,4/23/2014,2.27,2.00,0.27,0.452,
ODFL,"Old Dominion Freight Line, Inc.",ODFL.1Q14,4600,4615,1Q14,2014/1F,51.4,04/24/2014,4.5,0.49,0.53,0.04,3.2,4,4/23/2014,4/29/2014,4.5,0.0,4.6,18,4/17/2014,0.53,0.45,0.08,0.452,
LULU,Lululemon Athletica Inc,LULU.1Q14,3500,3525,1Q14,2014/1F,292.6,06/12/2014,-12.6,0.32,0.34,0.02,0.7,4,6/11/2014,6/17/2014,-12.6,0.0,-12.6,31,6/5/2014,0.34,0.30,0.04,0.452,
URI,"United Rentals, Inc.",URI.1Q14,4800,4830,1Q14,2014/1F,182.0,04/17/2014,3.2,0.70,0.90,0.20,0.1,4,4/16/2014,4/22/2014,5.0,1.0,4.1,15,4/10/2014,0.81,0.37,0.44,0.451,
EBAY,eBay Inc.,EBAY.1Q14,3400,3450,1Q14,2014/1F,406.8,04/30/2014,-4.7,0.67,0.70,0.03,0.8,3,4/29/2014,5/5/2014,-4.7,0.4,-5.0,39,4/23/2014,0.72,0.65,0.07,0.450,
SUSQ,"Susquehanna Bancshares, Inc.",SUSQ.1Q14,4800,4810,1Q14,2014/1F,18.7,04/24/2014,-7.7,0.21,0.20,-0.01,-4.0,4,4/23/2014,4/29/2014,-7.7,0.0,-7.7,10,4/17/2014,0.22,0.20,0.02,-0.450,
KEYW,KEYW Holding Corporation,KEYW.1Q14,1300,1330,1Q14,2014/1F,5.4,05/02/2014,-16.4,-0.06,-0.08,-0.02,-1.5,5,5/1/2014,5/7/2014,-16.4,-0.3,-16.1,5,4/25/2014,-0.05,-0.09,0.04,-0.450,
SLCA,"U.S. Silica Holdings, Inc.",SLCA.1Q14,1100,1125,1Q14,2014/1F,56.7,04/30/2014,13.6,0.34,0.37,0.03,15.4,3,4/29/2014,5/5/2014,13.6,0.4,13.2,10,4/23/2014,0.38,0.32,0.06,0.450,
RHI,Robert Half International Inc.,RHI.1Q14,3200,3235,1Q14,2014/1F,62.4,04/24/2014,0.8,0.44,0.45,0.01,-0.1,4,4/23/2014,4/29/2014,0.8,0.0,0.8,13,4/17/2014,0.45,0.42,0.03,0.450,
STX,Seagate Technology PLC,STX.1Q14,1300,1345,1Q14,2014/3F,172.3,04/30/2014,-5.6,1.25,1.34,0.09,-0.4,3,4/29/2014,5/5/2014,-5.6,0.4,-6.0,23,4/23/2014,1.39,1.19,0.20,0.447,
TSCO,Tractor Supply Company,TSCO.1Q14,3500,3540,1Q14,2014/1F,136.9,04/24/2014,-0.9,0.37,0.35,-0.02,-1.9,4,4/23/2014,4/29/2014,-0.9,0.0,-0.9,27,4/17/2014,0.39,0.35,0.04,-0.446,
JNJ,Johnson & Johnson,JNJ.1Q14,2300,2305,1Q14,2014/1F,"1,024.7",04/15/2014,2.9,1.48,1.54,0.06,0.4,2,4/14/2014,4/18/2014,1.9,1.9,0.0,16,4/8/2014,1.55,1.41,0.14,0.446,
D,Dominion Energy Inc,D.1Q14,4700,4705,1Q14,2014/1F,185.4,04/30/2014,-1.8,0.97,1.04,0.07,4.2,3,4/29/2014,5/5/2014,-1.8,0.4,-2.2,9,4/23/2014,1.05,0.88,0.17,0.446,
NSR,"NeuStar, Inc. Class A",NSR.1Q14,3200,3205,1Q14,2014/1F,27.4,04/17/2014,-1.1,0.88,0.84,-0.04,0.1,4,4/16/2014,4/22/2014,2.1,1.0,1.1,9,4/10/2014,0.93,0.83,0.10,-0.444,
NATI,National Instruments Corporation,NATI.1Q14,3300,3310,1Q14,2014/1F,16.5,04/30/2014,3.1,0.16,0.15,-0.01,-2.2,3,4/29/2014,5/5/2014,3.1,0.4,2.7,3,4/23/2014,0.18,0.15,0.03,-0.444,
EVTC,"EVERTEC, Inc.",EVTC.1Q14,3300,3305,1Q14,2014/1F,8.6,05/08/2014,-3.0,0.39,0.40,0.01,-4.8,4,5/7/2014,5/13/2014,-3.0,1.0,-4.0,6,5/1/2014,0.40,0.37,0.03,0.443,
UNM,Unum Group,UNM.1Q14,4800,4865,1Q14,2014/1F,57.8,05/08/2014,1.3,0.85,0.87,0.02,0.2,4,5/7/2014,5/13/2014,1.3,1.0,0.3,18,5/1/2014,0.87,0.83,0.04,0.442,
HD,"Home Depot, Inc.",HD.1Q14,3500,3530,1Q14,2014/1F,933.7,05/20/2014,3.5,0.99,0.96,-0.03,-1.4,2,5/19/2014,5/23/2014,3.5,0.8,2.7,24,5/13/2014,1.01,0.95,0.06,-0.442,
MAA,"Mid-America Apartment Communities, Inc.",MAA.1Q14,4800,4890,1Q14,2014/1F,45.1,05/01/2014,1.5,0.32,0.09,-0.23,1.3,4,4/30/2014,5/6/2014,1.5,-0.9,2.3,2,4/24/2014,0.57,0.06,0.51,-0.441,
SVU,SUPERVALU INC.,SVU.1Q14,3500,3505,1Q14,2013/4F,24.3,04/23/2014,6.5,0.96,1.26,0.30,2.0,3,4/22/2014,4/28/2014,6.5,-0.7,7.2,11,4/16/2014,1.45,0.77,0.68,0.440,
RLGY,Realogy Holdings Corp.,RLGY.1Q14,4800,4885,1Q14,2014/1F,49.3,05/05/2014,-13.5,-0.20,-0.32,-0.12,-0.7,1,5/2/2014,5/8/2014,-13.5,-0.4,-13.1,8,4/28/2014,-0.10,-0.37,0.27,-0.440,
PF,"Pinnacle Foods, Inc.",PF.1Q14,2400,2405,1Q14,2014/1F,17.3,05/14/2014,1.5,0.35,0.36,0.01,-0.9,3,5/13/2014,5/19/2014,1.5,-0.6,2.2,10,5/7/2014,0.36,0.34,0.02,0.440,
KEX,Kirby Corporation,KEX.1Q14,4600,4625,1Q14,2014/1F,37.0,05/01/2014,5.6,1.09,1.15,0.06,2.4,4,4/30/2014,5/6/2014,5.6,-0.9,6.4,15,4/24/2014,1.15,1.02,0.13,0.440,
DCT,DCT Industrial Trust Inc.,DCT.1Q14,4800,4890,1Q14,2014/1F,65.3,05/02/2014,-2.0,-0.02,0.00,0.02,6.8,5,5/1/2014,5/7/2014,-2.0,-0.3,-1.7,3,4/25/2014,0.00,-0.04,0.04,0.439,
MTX,Minerals Technologies Inc.,MTX.1Q14,2200,2240,1Q14,2014/1F,13.9,04/25/2014,-3.0,0.56,0.58,0.02,-1.9,5,4/24/2014,4/30/2014,-3.0,0.2,-3.2,4,4/18/2014,0.58,0.54,0.04,0.438,
ANTM,"Anthem, Inc.",ANTM.1Q14,3350,3355,1Q14,2014/1F,508.2,04/30/2014,7.4,2.10,2.30,0.20,-1.7,3,4/29/2014,5/5/2014,7.4,0.4,7.0,21,4/23/2014,2.40,1.94,0.46,0.436,
GGP,"GGP, Inc.",GGP.1Q14,4800,4890,1Q14,2014/1F,125.5,04/29/2014,1.5,0.04,0.06,0.02,1.9,2,4/28/2014,5/2/2014,1.5,0.7,0.8,5,4/22/2014,0.06,0.01,0.05,0.436,
BCC,Boise Cascade Co.,BCC.1Q14,1100,1130,1Q14,2014/1F,10.8,04/23/2014,-5.1,0.22,0.14,-0.08,-1.8,3,4/22/2014,4/28/2014,-5.1,-0.7,-4.3,4,4/16/2014,0.29,0.10,0.19,-0.434,
CHTR,"Charter Communications, Inc. Class A",CHTR.1Q14,3400,3415,1Q14,2014/1F,389.1,04/28/2014,5.1,0.15,-0.39,-0.53,0.8,1,4/25/2014,5/1/2014,5.1,1.0,4.1,12,4/21/2014,0.54,-0.69,1.23,-0.434,
TWTC,tw telecom inc. Class A,TWTC.1Q14,4900,4910,1Q14,2014/1F,25.2,05/08/2014,-0.8,0.10,0.07,-0.03,0.4,4,5/7/2014,5/13/2014,-0.8,1.0,-1.8,13,5/1/2014,0.15,0.08,0.07,-0.434,
BERY,Berry Global Group Inc,BERY.1Q14,2200,2235,1Q14,2014/2F,33.0,05/02/2014,3.0,0.30,0.27,-0.03,-0.1,5,5/1/2014,5/7/2014,3.0,-0.3,3.3,8,4/25/2014,0.35,0.27,0.08,-0.434,
CXW,"CoreCivic, Inc.",CXW.1Q14,4800,4890,1Q14,2014/1F,23.1,05/08/2014,-2.6,0.43,0.44,0.01,-2.1,4,5/7/2014,5/13/2014,-2.6,1.0,-3.6,3,5/1/2014,0.44,0.42,0.02,0.431,
BDX,"Becton, Dickinson and Company",BDX.1Q14,2300,2325,1Q14,2014/2F,160.0,05/01/2014,1.2,1.50,1.53,0.03,-1.0,4,4/30/2014,5/6/2014,1.2,-0.9,2.0,18,4/24/2014,1.53,1.47,0.06,0.430,
KAR,"KAR Auction Services, Inc.",KAR.1Q14,3200,3205,1Q14,2014/1F,50.3,05/06/2014,-2.0,0.37,0.41,0.04,0.0,2,5/5/2014,5/9/2014,-2.0,-0.4,-1.6,10,4/29/2014,0.41,0.32,0.09,0.429,
VECO,Veeco Instruments Inc.,VECO.1Q14,1300,1355,1Q14,2014/1F,14.8,05/06/2014,-11.3,-0.16,-0.06,0.10,1.8,2,5/5/2014,5/9/2014,-11.3,-0.4,-10.9,17,4/29/2014,-0.05,-0.28,0.23,0.426,
FNB,F.N.B. Corporation,FNB.1Q14,4800,4810,1Q14,2014/1F,14.8,04/24/2014,-3.4,0.20,0.19,-0.01,3.5,4,4/23/2014,4/29/2014,-3.4,0.0,-3.4,12,4/17/2014,0.21,0.19,0.02,-0.426,
CINF,Cincinnati Financial Corporation,CINF.1Q14,4800,4855,1Q14,2014/1F,43.9,04/25/2014,-2.0,0.54,0.46,-0.08,1.3,5,4/24/2014,4/30/2014,-2.0,0.2,-2.2,6,4/18/2014,0.67,0.49,0.18,-0.424,
ASB,Associated Banc-Corp,ASB.1Q14,4800,4810,1Q14,2014/1F,25.9,04/18/2014,4.0,0.25,0.27,0.02,-0.1,5,4/17/2014,4/23/2014,3.0,0.6,2.4,17,4/11/2014,0.27,0.23,0.04,0.424,
ODP,"Office Depot, Inc.",ODP.1Q14,3500,3540,1Q14,2014/1F,57.0,05/06/2014,25.7,0.03,0.07,0.04,1.9,2,5/5/2014,5/9/2014,25.7,-0.4,26.0,13,4/29/2014,0.07,-0.03,0.10,0.423,
THO,"Thor Industries, Inc.",THO.1Q14,1400,1435,1Q14,2014/3F,30.6,06/06/2014,-5.6,1.08,1.03,-0.05,-0.1,5,6/5/2014,6/11/2014,-5.6,0.2,-5.8,7,5/30/2014,1.14,1.02,0.12,-0.423,
TMH,"Team Health Holdings, Inc.",TMH.1Q14,3200,3235,1Q14,2014/1F,33.0,04/30/2014,4.2,0.50,0.54,0.04,-0.9,3,4/29/2014,5/5/2014,4.2,0.4,3.8,15,4/23/2014,0.55,0.45,0.10,0.422,
XEC,Cimarex Energy Co.,XEC.1Q14,2100,2105,1Q14,2014/1F,128.9,05/07/2014,6.4,1.51,1.67,0.16,10.9,3,5/6/2014,5/12/2014,6.4,1.6,4.8,22,4/30/2014,1.73,1.35,0.38,0.421,
EIX,Edison International,EIX.1Q14,4700,4705,1Q14,2014/1F,149.2,04/30/2014,-1.3,0.80,0.90,0.10,5.1,3,4/29/2014,5/5/2014,-1.3,0.4,-1.7,10,4/23/2014,0.97,0.74,0.23,0.420,
F,Ford Motor Company,F.1Q14,1400,1405,1Q14,2014/1F,499.1,04/25/2014,-1.0,0.31,0.25,-0.06,-1.3,5,4/24/2014,4/30/2014,-1.0,0.2,-1.2,17,4/18/2014,0.37,0.23,0.14,-0.419,
AGN,Allergan plc,AGN.1Q14,2300,2315,1Q14,2014/1F,574.3,04/30/2014,5.1,3.22,3.49,0.27,2.8,3,4/29/2014,5/5/2014,5.1,0.4,4.7,13,4/23/2014,3.50,2.85,0.65,0.418,
VAR,"Varian Medical Systems, Inc.",VAR.1Q14,2300,2325,1Q14,2014/2F,62.3,04/24/2014,-1.9,0.91,0.92,0.01,0.5,4,4/23/2014,4/29/2014,-1.9,0.0,-1.9,12,4/17/2014,0.92,0.89,0.03,0.417,
GES,"Guess?, Inc.",GES.1Q14,2400,2440,1Q14,2014/1F,20.0,05/30/2014,-4.7,-0.07,-0.03,0.04,-0.7,5,5/29/2014,6/4/2014,-4.7,0.4,-5.0,12,5/23/2014,-0.05,-0.15,0.10,0.417,
WAL,Western Alliance Bancorp,WAL.1Q14,4800,4810,1Q14,2014/1F,18.7,04/22/2014,-1.3,0.34,0.35,0.01,4.4,2,4/21/2014,4/25/2014,-1.3,-0.5,-0.8,9,4/15/2014,0.35,0.32,0.03,0.417,
CBRL,"Cracker Barrel Old Country Store, Inc.",CBRL.1Q14,3400,3435,1Q14,2014/3F,32.0,05/28/2014,0.0,1.22,1.23,0.01,0.0,3,5/27/2014,6/2/2014,0.0,0.6,-0.5,8,5/21/2014,1.23,1.20,0.03,0.417,
DNDNQ,Dendreon Corporation,DNDNQ.1Q14,2300,2325,1Q14,2014/1F,5.4,05/08/2014,-14.9,-0.29,-0.24,0.05,-0.7,4,5/7/2014,5/13/2014,-14.9,1.0,-15.9,19,5/1/2014,-0.23,-0.35,0.12,0.415,
HAS,"Hasbro, Inc.",HAS.1Q14,1400,1435,1Q14,2014/1F,115.8,04/21/2014,0.6,0.10,0.14,0.04,-1.5,1,4/18/2014,4/24/2014,0.6,0.7,-0.1,11,4/14/2014,0.13,0.03,0.10,0.414,
SNV,Synovus Financial Corp.,SNV.1Q14,4800,4810,1Q14,2014/1F,41.8,04/22/2014,-1.8,0.32,0.35,0.03,3.0,2,4/21/2014,4/25/2014,-1.8,-0.5,-1.3,16,4/15/2014,0.35,0.28,0.07,0.413,
TTS,"Tile Shop Holdings, Inc.",TTS.1Q14,3500,3530,1Q14,2014/1F,9.5,04/30/2014,5.3,0.11,0.09,-0.02,-4.5,3,4/29/2014,5/5/2014,5.3,0.4,4.9,9,4/23/2014,0.13,0.08,0.05,-0.413,
NTRS,Northern Trust Corporation,NTRS.1Q14,4800,4810,1Q14,2014/1F,96.7,04/15/2014,-2.1,0.77,0.75,-0.02,-2.9,2,4/14/2014,4/18/2014,-3.0,1.9,-4.9,20,4/8/2014,0.80,0.74,0.06,-0.412,
GS,"Goldman Sachs Group, Inc.",GS.1Q14,4800,4840,1Q14,2014/1F,689.3,04/17/2014,2.1,3.49,4.02,0.53,7.2,4,4/16/2014,4/22/2014,2.1,1.0,1.1,23,4/10/2014,4.40,3.10,1.30,0.410,
KOG,Kodiak Oil & Gas Corp.,KOG.1Q14,2100,2110,1Q14,2014/1F,70.4,05/02/2014,-1.8,0.18,0.14,-0.04,-5.4,5,5/1/2014,5/7/2014,-1.8,-0.3,-1.5,22,4/25/2014,0.24,0.14,0.10,-0.410,
YUM,"Yum! Brands, Inc.",YUM.1Q14,3400,3435,1Q14,2014/1F,227.1,04/23/2014,0.3,0.84,0.87,0.03,-2.5,3,4/22/2014,4/28/2014,0.3,-0.7,1.0,22,4/16/2014,0.86,0.78,0.08,0.409,
TKR,Timken Company,TKR.1Q14,1200,1205,1Q14,2014/1F,33.7,04/24/2014,4.5,0.81,0.81,0.07,-1.9,4,4/23/2014,4/29/2014,4.5,0.0,4.5,9,4/17/2014,0.89,0.71,0.18,0.407,
TXI,"Texas Industries, Inc.",TXI.1Q14,1100,1135,1Q14,2013/3F,34.0,04/03/2014,-3.3,-0.57,-0.76,-0.19,10.6,4,4/2/2014,4/8/2014,-3.3,-2.2,-1.1,7,3/27/2014,-0.33,-0.79,0.46,-0.407,
MXIM,"Maxim Integrated Products, Inc.",MXIM.1Q14,1300,1305,1Q14,2014/3F,132.9,04/25/2014,-1.7,0.39,0.43,0.04,0.1,5,4/24/2014,4/30/2014,-1.7,0.2,-1.8,21,4/18/2014,0.43,0.34,0.09,0.406,
TWC,Time Warner Cable Inc.,TWC.1Q14,3400,3415,1Q14,2014/1F,585.6,04/24/2014,1.0,1.66,1.78,0.12,-1.0,4,4/23/2014,4/29/2014,1.0,0.0,1.1,14,4/17/2014,1.79,1.49,0.30,0.406,
HAIN,"Hain Celestial Group, Inc.",HAIN.1Q14,2400,2410,1Q14,2014/3F,61.6,05/08/2014,10.2,0.43,0.44,0.01,0.3,4,5/7/2014,5/13/2014,10.2,1.0,9.2,16,5/1/2014,0.45,0.42,0.03,0.406,
RE,"Everest Re Group, Ltd.",RE.1Q14,4800,4855,1Q14,2014/1F,86.3,04/24/2014,-1.7,5.36,5.93,0.57,-2.4,4,4/23/2014,4/29/2014,-1.7,0.0,-1.7,11,4/17/2014,6.10,4.69,1.41,0.406,
UBNT,"Ubiquiti Networks, Inc.",UBNT.1Q14,1300,1320,1Q14,2014/3F,76.0,05/09/2014,-17.2,0.49,0.50,0.01,4.4,5,5/8/2014,5/14/2014,-17.2,0.6,-17.8,13,5/2/2014,0.50,0.47,0.03,0.404,
IGTE,IGATE Corp,IGTE.1Q14,3300,3308,1Q14,2014/1F,12.1,04/10/2014,11.2,0.41,0.45,0.04,0.5,4,4/9/2014,4/15/2014,11.2,-1.7,12.8,9,4/3/2014,0.46,0.35,0.11,0.404,
DIN,"Dine Brands Global, Inc.",DIN.1Q14,3400,3435,1Q14,2014/1F,10.1,05/01/2014,4.9,1.14,1.26,0.12,1.6,4,4/30/2014,5/6/2014,4.9,-0.9,5.8,8,4/24/2014,1.26,0.97,0.29,0.401,
PCG,PG&E Corporation,PCG.1Q14,4700,4705,1Q14,2014/1F,151.6,05/01/2014,-2.8,0.66,0.54,-0.12,-0.6,4,4/30/2014,5/6/2014,-2.8,-0.9,-1.9,9,4/24/2014,0.84,0.55,0.29,-0.400,
CUBE,CubeSmart,CUBE.1Q14,4800,4890,1Q14,2014/1F,34.9,05/02/2014,-2.7,0.03,0.02,-0.01,1.3,5,5/1/2014,5/7/2014,-2.7,-0.3,-2.4,5,4/25/2014,0.05,0.01,0.04,-0.400,
PBI,Pitney Bowes Inc.,PBI.1Q14,1200,1245,1Q14,2014/1F,53.3,04/30/2014,6.0,0.40,0.42,0.02,0.0,3,4/29/2014,5/5/2014,6.0,0.4,5.6,5,4/23/2014,0.43,0.39,0.04,0.400,
JLL,Jones Lang LaSalle Incorporated,JLL.1Q14,4800,4885,1Q14,2014/1F,52.1,04/30/2014,-1.2,0.43,0.39,-0.04,10.6,3,4/29/2014,5/5/2014,-1.2,0.4,-1.6,7,4/23/2014,0.50,0.40,0.10,-0.400,
HT,Hersha Hospitality Trust Class A,HT.1Q14,4800,4890,1Q14,2014/1F,12.2,05/02/2014,0.3,-0.19,-0.16,0.03,0.0,5,5/1/2014,5/7/2014,0.3,-0.3,0.6,5,4/25/2014,-0.16,-0.24,0.08,0.400,
OGE,OGE Energy Corp.,OGE.1Q14,4700,4705,1Q14,2014/1F,32.7,05/01/2014,-3.1,0.24,0.25,0.01,18.9,4,4/30/2014,5/6/2014,-3.1,-0.9,-2.2,3,4/24/2014,0.25,0.22,0.03,0.400,
EXTR,"Extreme Networks, Inc.",EXTR.1Q14,1300,1352,1Q14,2014/3F,11.0,05/07/2014,-27.6,0.02,0.02,0.00,-1.5,3,5/6/2014,5/12/2014,-27.6,1.6,-29.2,5,4/30/2014,0.02,0.01,0.01,0.400,
KR,Kroger Co.,KR.1Q14,3500,3505,1Q14,2014/1F,276.5,06/19/2014,4.0,0.53,0.55,0.02,0.9,4,6/18/2014,6/24/2014,4.0,-0.4,4.4,16,6/12/2014,0.55,0.50,0.05,0.399,
TWTR,"Twitter, Inc.",TWTR.1Q14,3300,3320,1Q14,2014/1F,481.1,04/30/2014,-9.1,-0.03,0.00,0.03,3.7,3,4/29/2014,5/5/2014,-9.1,0.4,-9.5,27,4/23/2014,0.01,-0.06,0.07,0.398,
DKS,"Dick's Sporting Goods, Inc.",DKS.1Q14,3500,3540,1Q14,2014/1F,74.8,05/20/2014,-19.0,0.52,0.50,-0.02,-1.5,2,5/19/2014,5/23/2014,-19.0,0.8,-19.8,24,5/13/2014,0.55,0.49,0.06,-0.398,
CBOE,Cboe Global Markets Inc,CBOE.1Q14,4800,4840,1Q14,2014/1F,52.2,05/06/2014,-4.7,0.56,0.58,0.02,0.7,2,5/5/2014,5/9/2014,-4.7,-0.4,-4.3,13,4/29/2014,0.58,0.54,0.04,0.398,
SCCO,Southern Copper Corporation,SCCO.1Q14,1100,1125,1Q14,2014/1F,76.2,04/29/2014,-0.8,0.43,0.39,-0.04,-7.0,2,4/28/2014,5/2/2014,-0.8,0.7,-1.5,8,4/22/2014,0.49,0.39,0.10,-0.396,
PPL,PPL Corporation,PPL.1Q14,4700,4705,1Q14,2014/1F,142.6,05/01/2014,2.6,0.71,0.80,0.09,-64.1,4,4/30/2014,5/6/2014,2.6,-0.9,3.4,9,4/24/2014,0.80,0.57,0.23,0.396,
ENDP,Endo International Plc,ENDP.1Q14,2300,2310,1Q14,2014/1F,95.2,05/01/2014,6.1,0.84,0.92,0.08,-2.2,4,4/30/2014,5/6/2014,6.1,-0.9,7.0,15,4/24/2014,0.97,0.76,0.21,0.395,
BSFT,"BroadSoft, Inc.",BSFT.1Q14,3300,3308,1Q14,2014/1F,13.3,05/05/2014,-16.6,0.10,0.07,-0.03,-1.3,1,5/2/2014,5/8/2014,-16.6,-0.4,-16.2,13,4/28/2014,0.15,0.07,0.08,-0.394,
